zipcode,population,county,state,avg_d_mbps,avg_u_mbps,avg_lat_ms,tests,devices,mlabtests,mlab_d_mbps,mlabfastestavgmbps,comb_d_mbps,lowestpricedplan,partition_0,SCS,PriceSCS
11418,36256.0,Queens,New York,184.46969696969697,70.43939393939394,10.946969696969697,21532,5313,245844.0,95.44,110.03,102.60963166159833,39.99,2020-fixed,10,3.999
60124,18935.0,Kane,Illinois,148.6199342825849,39.82584884994524,16.602409638554217,19277,4485,9991.0,201.74,529.07,166.75313698118728,35.0,2020-fixed,10,3.5
76689,3996.0,Bosque,Texas,18.41042345276873,6.872964169381108,80.10097719869707,2039,427,1236.0,15.84,32.04,17.440333868761964,119.95,2020-fixed,10,11.995000000000001
38069,2376.0,Haywood,Tennessee,102.925,62.125,54.2,109,50,14.0,8.81,22.06,92.21272357723576,65.0,2020-fixed,10,6.5
92865,19704.0,Orange,California,135.9492385786802,21.081218274111674,24.588832487309645,11476,3569,16311.0,81.13,224.31,103.77028437502909,35.0,2020-fixed,10,3.5
42501,17592.0,Pulaski,Kentucky,81.24805194805195,14.2012987012987,42.37792207792208,5474,1941,5191.0,28.5,75.95,55.57387120146614,69.99,2020-fixed,10,6.999
26651,9650.0,Nicholas,West Virginia,38.1651376146789,6.791284403669724,56.90137614678899,2410,841,4895.0,36.8,89.98,37.250373942693514,40.0,2020-fixed,10,4.0
92585,17797.0,Riverside,California,139.5,60.02212389380531,22.396017699115045,11953,3139,2461.0,57.37,169.58,125.47738795615375,29.99,2020-fixed,10,2.9989999999999997
21771,29563.0,Frederick,Maryland,162.92191659272405,20.635314995563444,43.48092280390417,11488,2553,24592.0,131.48,291.12,141.49121778872544,39.99,2020-fixed,10,3.999
46368,38691.0,Porter,Indiana,152.3780964797914,19.095176010430247,17.046936114732723,10527,2888,13905.0,149.1,322.36,150.51243130495925,55.0,2020-fixed,10,5.5
44882,2909.0,Wyandot,Ohio,78.0909090909091,10.333333333333334,93.45454545454545,166,55,1607.0,15.16,43.71,21.052008408962724,69.99,2020-fixed,10,6.999
32822,53029.0,Orange,Florida,147.6286231884058,48.97282608695652,17.327898550724637,26126,8253,41789.0,82.88,211.78,107.78793682426989,35.0,2020-fixed,10,3.5
33460,30790.0,Palm Beach,Florida,125.14516129032258,26.322580645161292,18.20967741935484,9469,2871,12502.0,123.41,302.76,124.15781494961836,35.0,2020-fixed,10,3.5
63077,11798.0,Franklin,Missouri,96.55521472392638,7.435582822085889,155.85582822085888,2017,709,1358.0,61.03,166.85,82.2609209179732,69.99,2020-fixed,10,6.999
43004,22727.0,Franklin,Ohio,121.73905723905725,24.223905723905723,21.079124579124578,17233,4702,21405.0,72.24,155.8,94.31715858483031,35.0,2020-fixed,10,3.5
77975,1860.0,Lavaca,Texas,12.653846153846153,1.75,234.44230769230768,182,77,52.0,10.65,16.35,12.20854700854701,55.0,2020-fixed,8,6.875
71845,2387.0,Lafayette,Arkansas,13.766129032258064,3.1370967741935485,60.78225806451613,831,164,1442.0,41.87,100.37,31.595333579325317,79.95,2020-fixed,9,8.883333333333333
67876,1156.0,Ford,Kansas,22.0,17.0,23.75,146,61,169.0,18.39,37.0,20.06320634920635,95.0,2020-fixed,10,9.5
49657,3683.0,Missaukee,Michigan,16.816901408450704,10.32394366197183,70.41549295774648,521,171,502.0,16.14,47.45,16.48473668993433,69.99,2020-fixed,10,6.999
27040,10893.0,Forsyth,North Carolina,109.7560553633218,19.048442906574394,22.994809688581316,6266,1613,9332.0,50.23,92.01,74.14269796810966,69.99,2020-fixed,10,6.999
32953,22754.0,Brevard,Florida,123.41624365482234,23.446700507614214,20.56175972927242,8806,2945,7818.0,59.11,142.71,93.17405086768319,35.0,2020-fixed,10,3.5
44849,2260.0,Wyandot,Ohio,52.47435897435897,5.397435897435898,133.25641025641025,408,114,51.0,19.21,46.93,48.77831908831909,39.99,2020-fixed,10,3.999
37115,37316.0,Davidson,Tennessee,163.98258345428158,64.01596516690856,15.622641509433961,7894,2458,13684.0,152.58,501.23,156.75147065474553,35.0,2020-fixed,10,3.5
53517,1752.0,Dane,Wisconsin,84.53005464480874,44.47540983606557,27.185792349726775,1140,309,272.0,58.83,142.84,79.57933590303254,44.99,2020-fixed,10,4.4990000000000006
74047,7163.0,Okmulgee,Oklahoma,26.474537037037038,15.712962962962964,76.8125,2625,599,5806.0,13.03,42.37,17.21596960292044,49.0,2020-fixed,10,4.9
44601,35294.0,Stark,Ohio,104.14891416752843,23.697001034126163,18.579110651499484,8453,2546,10617.0,54.23,112.79,76.35714113571672,35.0,2020-fixed,10,3.5
57745,2109.0,Pennington,South Dakota,26.81875,2.84375,355.55625,517,340,2937.0,14.0,34.33,15.9187300955414,"",2020-fixed,9,""
30125,24352.0,Polk,Georgia,122.5397489539749,11.359832635983263,61.52719665271967,3255,1192,7905.0,73.62,206.76,87.88826011157602,35.0,2020-fixed,10,3.5
84314,1031.0,Box Elder,Utah,77.66666666666667,5.766666666666667,48.28333333333333,185,93,110.0,7.9,15.33,51.65197740112995,34.99,2020-fixed,10,3.499
61547,3779.0,Peoria,Illinois,91.31318681318682,12.747252747252746,23.763736263736263,1696,389,1919.0,48.4,107.86,68.53299165564725,59.95,2020-fixed,10,5.995
79705,33536.0,Midland,Texas,151.76281287246724,43.37187127532777,58.29201430274136,20305,6029,25278.0,103.4,295.09,124.94327085482412,35.0,2020-fixed,10,3.5
77417,2457.0,Fort Bend,Texas,15.543478260869565,3.181159420289855,96.95652173913044,728,177,"","","","",40.0,2020-fixed,9,4.444444444444445
62893,977.0,Marion,Illinois,17.363636363636363,1.0909090909090908,174.4090909090909,65,22,52.0,9.78,23.18,13.993131313131311,"",2020-fixed,5,""
55723,2363.0,St. Louis,Minnesota,16.083665338645417,12.466135458167331,139.25099601593627,951,357,70.0,5.59,12.75,15.364217176348472,69.99,2020-fixed,10,6.999
61301,10588.0,LaSalle,Illinois,111.01310043668123,10.860262008733624,32.46288209606987,2866,829,1582.0,56.93,153.17,91.77760922921053,55.0,2020-fixed,10,5.5
54542,470.0,Florence,Wisconsin,17.178571428571427,2.392857142857143,166.57142857142858,40,28,0.0,0.0,0.0,17.178571428571427,"",2020-fixed,8,""
53933,4117.0,Dodge,Wisconsin,42.306930693069305,4.316831683168317,84.23762376237623,306,135,201.0,41.67,185.84,42.05441970824302,69.99,2020-fixed,10,6.999
70734,7554.0,Ascension,Louisiana,94.02788844621514,78.43027888446215,9.366533864541832,3345,1002,4.0,87.19,242.82,94.0197213653597,59.0,2020-fixed,10,5.9
72086,10727.0,Lonoke,Arkansas,54.90783410138249,10.112903225806452,63.27188940092166,2315,795,1159.0,11.19,21.48,40.32263844119185,40.0,2020-fixed,10,4.0
97760,6757.0,Jefferson,Oregon,46.96217494089834,3.7943262411347516,68.49408983451536,2368,618,2385.0,8.66,18.89,27.74258999790601,63.99,2020-fixed,9,7.11
87043,5052.0,Sandoval,New Mexico,113.18085106382979,10.76950354609929,51.659574468085104,1835,474,4977.0,69.82,173.82,81.5004406491673,64.99,2020-fixed,10,6.499
76446,9000.0,Erath,Texas,35.0461215932914,11.654088050314465,79.94339622641509,2942,799,629.0,102.44,344.01,46.916955958404735,98.95,2020-fixed,10,9.895
46510,3631.0,Kosciusko,Indiana,36.73170731707317,3.8341463414634145,122.78536585365853,910,278,607.0,5.9,19.6,24.39495956396611,69.99,2020-fixed,10,6.999
28643,3521.0,Ashe,North Carolina,45.68281938325991,45.37885462555066,13.541850220264317,764,291,1584.0,28.69,66.89,34.21917973117997,55.0,2020-fixed,10,5.5
24473,922.0,Rockbridge,Virginia,85.58035714285714,45.107142857142854,51.714285714285715,602,149,34.0,1.92,8.66,81.10794811320754,60.0,2020-fixed,10,6.0
70546,16425.0,Jefferson Davis,Louisiana,59.3821892393321,8.736549165120593,52.74397031539889,3841,1237,4602.0,59.42,88.72,59.402798634167304,55.0,2020-fixed,10,5.5
23701,25161.0,Portsmouth,Virginia,122.71471471471472,76.43843843843844,12.504504504504505,2913,996,15410.0,178.34,418.25,169.49666342651116,39.99,2020-fixed,10,3.999
30087,36761.0,DeKalb,Georgia,148.88362068965517,47.29418103448276,15.358836206896552,14251,3690,9444.0,63.1,153.37,114.69326349222519,35.0,2020-fixed,10,3.5
72824,1876.0,Yell,Arkansas,73.9090909090909,19.990909090909092,11.927272727272728,630,158,1638.0,13.94,32.42,30.598080808080805,19.95,2020-fixed,10,1.9949999999999999
76245,1780.0,Grayson,Texas,48.586666666666666,6.933333333333334,57.09777777777778,1378,395,63.0,2.23,6.86,46.55996992829054,25.0,2020-fixed,10,2.5
60099,31104.0,Lake,Illinois,136.15083798882682,13.683426443202979,30.05586592178771,6294,1614,10374.0,152.78,380.94,146.50066560485217,55.0,2020-fixed,10,5.5
62440,1316.0,Coles,Illinois,15.464285714285714,2.357142857142857,106.80357142857143,303,76,86.0,6.71,13.51,13.528890929122293,"",2020-fixed,8,""
29385,7221.0,Spartanburg,South Carolina,137.11084337349396,15.0,28.46265060240964,2139,828,856.0,48.49,121.69,111.78214823903292,35.0,2020-fixed,10,3.5
23505,28503.0,Norfolk,Virginia,138.2556818181818,11.193181818181818,11.838068181818182,6256,2003,12438.0,65.11,166.8,89.58840940700468,65.99,2020-fixed,10,6.598999999999999
49097,10326.0,Kalamazoo,Michigan,95.93887945670629,33.61629881154499,33.9830220713073,3284,1142,7249.0,93.78,218.55,94.4530997945337,49.95,2020-fixed,10,4.995
67878,2436.0,Hamilton,Kansas,20.376470588235293,8.941176470588236,28.576470588235296,498,170,433.0,11.77,29.72,16.373675996714475,59.99,2020-fixed,10,5.9990000000000006
65588,2680.0,Shannon,Missouri,11.472972972972974,2.3513513513513513,109.64864864864865,220,82,38.0,8.22,15.34,10.993852922690133,"",2020-fixed,8,""
73080,9276.0,McClain,Oklahoma,115.32493368700266,92.11007957559681,25.53315649867374,6982,1631,4536.0,28.72,79.24,81.21831976060537,40.0,2020-fixed,10,4.0
73075,9519.0,Garvin,Oklahoma,104.76893939393939,22.939393939393938,83.54545454545455,3377,671,5679.0,59.4,161.68,76.31816567285041,40.0,2020-fixed,10,4.0
90703,49399.0,Los Angeles,California,144.75720164609052,72.24897119341564,11.364197530864198,43025,10165,57672.0,94.32,220.83,115.87039972216694,29.99,2020-fixed,10,2.9989999999999997
52248,1815.0,Keokuk,Iowa,52.935483870967744,8.483870967741936,51.82258064516129,1217,101,161.0,5.85,16.77,47.43420455077485,69.99,2020-fixed,10,6.999
15367,8731.0,Washington,Pennsylvania,149.17142857142858,76.45714285714286,17.895238095238096,2888,799,11994.0,144.99,321.22,145.801447770077,39.99,2020-fixed,10,3.999
61847,1256.0,Champaign,Illinois,50.35820895522388,12.805970149253731,38.19402985074627,866,128,684.0,7.64,17.47,31.50707674530573,69.99,2020-fixed,10,6.999
36613,12749.0,Mobile,Alabama,143.98489425981873,35.52567975830816,43.92749244712991,1570,502,240.0,55.56,158.54,132.2600464021632,35.0,2020-fixed,10,3.5
25148,332.0,Boone,West Virginia,138.80769230769232,27.192307692307693,12.346153846153847,71,31,"","","","",40.0,2020-fixed,10,4.0
28365,17144.0,Wayne,North Carolina,99.76051779935275,15.805825242718447,145.40776699029126,1428,445,1596.0,26.59,69.33,61.14274451636103,35.0,2020-fixed,10,3.5
27025,11138.0,Rockingham,North Carolina,105.0922131147541,11.454918032786885,47.80532786885246,2004,706,986.0,30.57,81.0,80.51732945885192,35.0,2020-fixed,10,3.5
73754,1078.0,Garfield,Oklahoma,28.05263157894737,6.921052631578948,31.289473684210527,178,57,117.0,53.0,82.0,37.947011596788585,55.0,2020-fixed,10,5.5
27231,2148.0,Orange,North Carolina,44.594202898550726,4.159420289855072,86.79710144927536,1609,201,364.0,11.09,22.45,38.412991618737,69.99,2020-fixed,10,6.999
41408,445.0,Morgan,Kentucky,54.7037037037037,39.851851851851855,4.185185185185185,98,34,"","","","",89.95,2020-fixed,10,8.995000000000001
32433,16025.0,Walton,Florida,58.635024549918164,7.798690671031096,100.52700490998363,2508,882,1387.0,37.56,103.1,51.130259710191204,65.0,2020-fixed,10,6.5
52155,1323.0,Howard,Iowa,33.921875,8.125,44.6875,210,78,192.0,18.71,39.57,26.65650186567164,69.99,2020-fixed,10,6.999
80510,420.0,Boulder,Colorado,22.21978021978022,4.263736263736264,141.46153846153845,293,142,355.0,9.25,23.97,15.114422229005562,"",2020-fixed,10,""
47537,826.0,Spencer,Indiana,4.571428571428571,4.476190476190476,249.04761904761904,102,22,2.0,8.74,8.74,4.651593406593407,"",2020-fixed,10,""
53032,4757.0,Dodge,Wisconsin,89.63945578231292,8.421768707482993,68.15646258503402,654,294,3456.0,64.73,94.87,68.6936944237549,69.99,2020-fixed,10,6.999
95119,9970.0,Santa Clara,California,144.09655172413792,23.724137931034484,17.255172413793105,10517,2620,3481.0,109.26,303.39,135.4334543851092,35.0,2020-fixed,10,3.5
48761,1026.0,Iosco,Michigan,56.19277108433735,7.301204819277109,51.78313253012048,246,103,110.0,45.41,102.08,52.86101597400839,69.99,2020-fixed,10,6.999
15722,2432.0,Cambria,Pennsylvania,138.9857142857143,9.485714285714286,42.25714285714286,314,101,408.0,81.41,228.88,106.44985358132172,79.99,2020-fixed,10,7.999
72047,969.0,Faulkner,Arkansas,29.55072463768116,6.028985507246377,90.44927536231884,136,82,"","","","",100.0,2020-fixed,10,10.0
47670,12352.0,Gibson,Indiana,85.67521367521367,9.917378917378917,49.18233618233618,2006,783,2817.0,117.89,227.32,104.49110691115045,69.99,2020-fixed,10,6.999
56029,744.0,Freeborn,Minnesota,70.57575757575758,70.87878787878788,6.303030303030303,116,44,143.0,60.05,210.6,64.76423891423892,40.0,2020-fixed,10,4.0
50319,0.0,Polk,Iowa,92.13333333333334,75.8,30.133333333333333,458,204,179.0,34.96,65.36,76.06735740450027,55.0,2020-fixed,10,5.5
31566,3471.0,Brantley,Georgia,41.05714285714286,42.02857142857143,22.957142857142856,161,87,"","","","",46.0,2020-fixed,10,4.6
75226,3506.0,Dallas,Texas,185.58510638297872,73.58510638297872,15.691489361702128,4709,1543,1175.0,59.67,130.59,160.44060434354975,35.0,2020-fixed,10,3.5
89434,25416.0,Washoe,Nevada,144.57575757575756,34.562289562289564,23.434343434343436,9655,3142,10761.0,58.85,125.65,99.39085959022037,35.0,2020-fixed,10,3.5
93202,4143.0,Kings,California,149.32075471698113,10.981132075471699,23.22641509433962,560,169,19.0,91.67,127.56,147.42893375044807,55.0,2020-fixed,10,5.5
89419,5150.0,Pershing,Nevada,9.88125,4.2875,45.7625,1199,276,656.0,6.64,8.88,8.735018194070081,149.0,2020-fixed,10,14.9
52776,4947.0,Muscatine,Iowa,64.41666666666667,10.444444444444445,20.083333333333332,968,293,1292.0,40.62,102.3,50.81255457227138,65.9,2020-fixed,10,6.590000000000001
46936,5922.0,Howard,Indiana,88.72677595628416,9.295081967213115,88.80874316939891,1253,343,73.0,24.62,84.63,85.19751905974664,79.99,2020-fixed,10,7.999
93628,327.0,Fresno,California,12.909090909090908,6.181818181818182,349.45454545454544,138,55,108.0,5.12,12.52,9.489490022172948,"",2020-fixed,10,""
33026,28498.0,Broward,Florida,158.5921052631579,59.43421052631579,13.912280701754385,20445,4916,33622.0,89.27,178.82,115.48359502293938,35.0,2020-fixed,10,3.5
80293,0.0,Denver,Colorado,123.375,102.875,6.625,1433,488,"","","","",49.0,2020-fixed,10,4.9
93669,295.0,Madera,California,20.423728813559322,3.3220338983050848,65.86440677966101,538,140,"","","","",87.95,2020-fixed,9,9.772222222222222
54437,3077.0,Clark,Wisconsin,24.666666666666668,7.416666666666667,156.88095238095238,270,106,53.0,36.68,112.56,26.637894736842107,30.0,2020-fixed,10,3.0
23898,2223.0,Isle of Wight,Virginia,58.69642857142857,5.428571428571429,405.5892857142857,165,66,0.0,0.0,0.0,58.69642857142857,69.99,2020-fixed,10,6.999
90041,27425.0,Los Angeles,California,150.65876777251185,16.639810426540283,35.11848341232228,21308,5377,12346.0,79.45,221.87,124.53576762633513,35.0,2020-fixed,10,3.5
27954,6111.0,Dare,North Carolina,91.43722943722943,8.112554112554113,44.935064935064936,2249,653,867.0,92.2,221.52,91.6494637369477,69.99,2020-fixed,10,6.999
99103,497.0,Lincoln,Washington,19.318181818181817,11.787878787878787,48.10606060606061,433,103,835.0,34.17,102.63,29.098361772297103,43.95,2020-fixed,10,4.3950000000000005
57033,4713.0,Minnehaha,South Dakota,49.424418604651166,43.174418604651166,15.63953488372093,1061,296,1792.0,12.56,25.66,26.269480595700976,39.99,2020-fixed,10,3.999
66035,1311.0,Doniphan,Kansas,42.666666666666664,25.22222222222222,32.5,43,24,23.0,103.83,196.8,63.98116161616161,59.95,2020-fixed,10,5.995
49125,2046.0,Berrien,Michigan,98.35483870967742,10.736559139784946,84.18279569892474,1273,474,706.0,167.62,300.88,123.06489624932762,55.0,2020-fixed,10,5.5
68784,2104.0,Dixon,Nebraska,17.290697674418606,11.209302325581396,54.104651162790695,561,121,542.0,24.32,54.74,20.744806342111367,90.0,2020-fixed,10,9.0
54610,1624.0,Buffalo,Wisconsin,37.490566037735846,21.18867924528302,248.18867924528303,165,70,721.0,62.13,223.67,57.54139209506368,34.95,2020-fixed,10,3.495
84007,740.0,Duchesne,Utah,22.75,4.933333333333334,32.81666666666667,115,67,2.0,4.92,9.02,22.445213675213676,64.99,2020-fixed,10,6.499
58718,1040.0,Ward,North Dakota,67.375,31.319444444444443,5.986111111111111,268,97,54.0,58.51,122.78,65.88832298136646,45.95,2020-fixed,10,4.595000000000001
44275,3521.0,Medina,Ohio,99.05913978494624,12.919354838709678,36.70967741935484,784,233,973.0,18.86,41.39,54.64607034228677,69.99,2020-fixed,10,6.999
72744,5343.0,Washington,Arkansas,59.32335329341317,44.365269461077844,56.221556886227546,507,223,817.0,29.62,90.31,40.99432033214538,49.95,2020-fixed,10,4.995
72736,6208.0,Benton,Arkansas,47.36395759717315,5.4946996466431095,128.52296819787986,1434,458,126.0,32.87,84.65,46.193291791247624,55.0,2020-fixed,10,5.5
58436,1965.0,Dickey,North Dakota,113.16190476190476,69.45714285714286,3.704761904761905,554,187,219.0,48.42,114.94,94.81976098071829,74.99,2020-fixed,10,7.499
62245,1794.0,Clinton,Illinois,75.13235294117646,7.5588235294117645,24.926470588235293,666,202,151.0,5.63,14.34,62.28675282597738,69.99,2020-fixed,10,6.999
39840,5726.0,Randolph,Georgia,54.81521739130435,15.021739130434783,68.05434782608695,289,133,1.0,3.34,3.34,54.63771664167916,69.99,2020-fixed,10,6.999
24823,383.0,Wyoming,West Virginia,54.88235294117647,12.294117647058824,21.352941176470587,567,23,"","","","",65.0,2020-fixed,10,6.5
58482,1003.0,Kidder,North Dakota,185.90322580645162,150.58064516129033,3.7096774193548385,162,45,838.0,106.67,232.04,119.50578258064517,"",2020-fixed,10,""
87418,1059.0,San Juan,New Mexico,5.823529411764706,0.5294117647058824,89.29411764705883,63,18,"","","","",59.95,2020-fixed,2,29.975
15753,513.0,Clearfield,Pennsylvania,50.61904761904762,5.380952380952381,177.61904761904762,111,26,"","","","",79.99,2020-fixed,10,7.999
12734,867.0,Sullivan,New York,158.14141414141415,12.696969696969697,44.56565656565657,667,170,"","","","",74.99,2020-fixed,10,7.499
66871,1346.0,Coffey,Kansas,34.59375,31.75,113.03125,106,43,57.0,8.04,16.27,25.30808282208589,49.99,2020-fixed,10,4.9990000000000006
17856,3365.0,Union,Pennsylvania,49.89430894308943,11.731707317073171,30.276422764227643,452,198,1604.0,23.51,55.39,29.310441460251177,75.95,2020-fixed,10,7.595000000000001
67741,326.0,Sherman,Kansas,36.25,31.9,4.3,43,22,"","","","","",2020-fixed,10,""
67663,2615.0,Rooks,Kansas,47.75581395348837,39.16279069767442,17.61627906976744,553,159,14.0,10.66,21.27,46.83986792994545,37.95,2020-fixed,10,3.7950000000000004
76569,2498.0,Bell,Texas,33.125,7.8522727272727275,104.75,369,130,1242.0,320.93,503.44,255.0081843575419,35.99,2020-fixed,10,3.599
14804,1479.0,Allegany,New York,95.97014925373135,28.29850746268657,30.776119402985074,176,81,228.0,28.4,52.7,57.836500664991874,69.99,2020-fixed,10,6.999
13652,1815.0,St. Lawrence,New York,107.28333333333333,72.9,49.46666666666667,268,73,508.0,72.9,217.69,84.77465635738831,49.95,2020-fixed,10,4.995
12513,651.0,Columbia,New York,111.71264367816092,7.333333333333333,21.149425287356323,636,146,"","","","",49.89,2020-fixed,10,4.989
18955,1662.0,Bucks,Pennsylvania,156.2982456140351,75.9298245614035,27.736842105263158,218,95,2.0,1.4,1.4,154.8900797448166,39.99,2020-fixed,10,3.999
97437,2572.0,Lane,Oregon,76.15695067264573,8.515695067264573,97.97309417040358,1158,350,851.0,11.78,23.95,48.887271716736564,69.99,2020-fixed,10,6.999
26160,960.0,Wirt,West Virginia,19.71794871794872,3.871794871794872,105.41025641025641,102,43,"","","","",40.0,2020-fixed,10,4.0
52646,376.0,Louisa,Iowa,37.35294117647059,17.0,65.05882352941177,26,22,1.0,3.4,3.4,36.0954248366013,60.0,2020-fixed,10,6.0
39337,1808.0,Newton,Mississippi,5.936507936507937,1.0793650793650793,409.5079365079365,276,66,222.0,16.57,46.77,10.676739338305604,79.99,2020-fixed,5,15.998
52656,2359.0,Lee,Iowa,49.62820512820513,13.179487179487179,63.12820512820513,393,119,22.0,7.13,15.49,47.375288229842454,69.99,2020-fixed,10,6.999
50583,2855.0,Sac,Iowa,111.94736842105263,17.763157894736842,62.36842105263158,477,150,343.0,14.29,30.96,71.09800577663671,69.99,2020-fixed,10,6.999
69150,522.0,Perkins,Nebraska,11.661016949152541,1.5932203389830508,42.52542372881356,243,89,2.0,10.75,10.75,11.653580076098235,89.95,2020-fixed,8,11.24375
24736,902.0,Mercer,West Virginia,116.02272727272727,16.727272727272727,300.02272727272725,121,51,0.0,0.0,0.0,116.02272727272727,40.0,2020-fixed,10,4.0
26755,833.0,Hampshire,West Virginia,23.25,7.975,148.5,178,46,"","","","",79.0,2020-fixed,10,7.9
63932,1254.0,Butler,Missouri,27.048780487804876,7.0,53.90243902439025,167,53,68.0,5.26,9.3,20.74394187856772,70.0,2020-fixed,10,7.0
44001,20769.0,Lorain,Ohio,119.25445292620866,14.438931297709924,26.564885496183205,11645,3251,5784.0,89.28,281.36,109.30711023728843,65.0,2020-fixed,10,6.5
18101,3897.0,Lehigh,Pennsylvania,130.2058823529412,49.26470588235294,15.485294117647058,2622,881,694.0,122.14,361.08,128.5177875541049,39.99,2020-fixed,10,3.999
28651,7132.0,Wilkes,North Carolina,78.9054441260745,24.22063037249284,57.20916905444126,1522,522,1451.0,79.18,213.81,79.03944364611012,55.0,2020-fixed,10,5.5
60076,33415.0,Cook,Illinois,143.11635220125785,53.691823899371066,12.261006289308176,19928,5115,38465.0,103.64,248.5,117.11224404751711,29.0,2020-fixed,10,2.9
71037,19325.0,Bossier,Louisiana,182.1621271076524,36.252918287937746,61.18677042801556,11406,2953,1121.0,77.54,248.07,172.79983729463424,35.0,2020-fixed,10,3.5
65401,32383.0,Phelps,Missouri,59.575782537067546,7.029654036243822,46.17627677100494,10793,3410,16386.0,49.72,106.49,53.63381069658817,65.0,2020-fixed,10,6.5
42103,18936.0,Warren,Kentucky,111.22323759791122,19.24804177545692,67.5130548302872,7980,2676,7996.0,55.96,155.13,83.56394567046391,35.0,2020-fixed,10,3.5
65565,5854.0,Crawford,Missouri,45.139800285306706,35.02995720399429,35.596291012838805,2937,1077,3794.0,17.42,38.29,29.51523895973047,54.95,2020-fixed,10,5.495
60073,60002.0,Lake,Illinois,145.74682080924856,17.885549132947975,18.292485549132948,22155,5475,44338.0,129.87,293.79,135.16004504276995,35.0,2020-fixed,10,3.5
48103,53057.0,Washtenaw,Michigan,131.03275109170306,26.385735080058225,21.15938864628821,27030,6812,56775.0,73.92,222.17,92.3408300460442,35.0,2020-fixed,10,3.5
20132,15900.0,Loudoun,Virginia,105.73140495867769,35.97727272727273,50.33884297520661,9133,2327,60800.0,130.33,469.69,127.11751135354702,39.99,2020-fixed,10,3.999
36251,5103.0,Clay,Alabama,45.64772727272727,4.232954545454546,97.29545454545455,1262,262,1629.0,59.26,112.56,53.31787333731643,69.99,2020-fixed,10,6.999
12065,41776.0,Saratoga,New York,105.6763358778626,13.913740458015267,30.268702290076337,16875,4834,167798.0,90.77,215.68,92.132107172889,39.99,2020-fixed,10,3.999
95228,3976.0,Calaveras,California,26.696750902527075,8.216606498194945,59.22382671480145,2698,731,13968.0,232.81,750.25,199.44305255820342,77.95,2020-fixed,10,7.795
77036,71969.0,Harris,Texas,123.30494505494505,46.755494505494504,18.00824175824176,15072,4900,23751.0,47.63,123.54,77.00879019828793,29.95,2020-fixed,10,2.995
27617,15199.0,Wake,North Carolina,179.09217877094972,81.04748603351955,13.360335195530727,18319,4573,10535.0,145.1,229.63,166.68115765249283,35.0,2020-fixed,10,3.5
56211,529.0,Big Stone,Minnesota,21.666666666666668,6.291666666666667,14.083333333333334,190,38,20.0,42.13,93.83,23.61555555555556,69.95,2020-fixed,10,6.995
10594,5117.0,Westchester,New York,148.68098159509202,76.45398773006134,16.613496932515336,3164,804,1328.0,76.79,183.89,127.42736993919661,39.99,2020-fixed,10,3.999
92562,62079.0,Riverside,California,132.81199641897942,69.71530886302597,28.517457475380482,29807,8316,48752.0,111.96,337.42,119.87170276175257,29.99,2020-fixed,10,2.9989999999999997
78657,5509.0,Llano,Texas,42.02692998204668,9.536804308797127,91.8886894075404,8677,2328,7589.0,29.53,94.69,36.19641223744123,55.0,2020-fixed,10,5.5
77071,25671.0,Harris,Texas,158.0928270042194,60.36708860759494,16.029535864978904,10270,2683,3874.0,116.26,260.64,146.6349387254902,29.95,2020-fixed,10,2.995
68008,12285.0,Washington,Nebraska,25.06896551724138,9.805172413793104,37.06206896551724,4545,1324,15793.0,32.9,97.85,31.14997287225204,64.95,2020-fixed,10,6.495
84057,36666.0,Utah,Utah,117.89276139410188,64.16353887399464,13.64343163538874,18514,5011,37725.0,82.07,197.71,93.86293025214533,34.99,2020-fixed,10,3.499
34241,13590.0,Sarasota,Florida,121.71676300578035,88.9961464354528,12.789980732177264,6765,1795,8446.0,105.74,233.94,112.84556845270554,29.99,2020-fixed,10,2.9989999999999997
28012,20048.0,Gaston,North Carolina,148.1599099099099,43.33896396396396,26.582207207207208,13765,3804,10725.0,62.74,201.13,110.75163984932259,35.0,2020-fixed,10,3.5
46112,33662.0,Hendricks,Indiana,136.1525565800503,53.849958088851636,29.884325230511315,22922,5633,13492.0,137.61,378.63,136.69256390201332,35.0,2020-fixed,10,3.5
30110,13349.0,Haralson,Georgia,98.07766990291262,17.646601941747573,90.10485436893204,3730,1158,5480.0,60.84,93.57,75.92105415177677,35.0,2020-fixed,10,3.5
79111,1808.0,Potter,Texas,135.859649122807,23.75438596491228,51.08771929824562,421,178,"","","","",40.0,2020-fixed,10,4.0
30329,28539.0,DeKalb,Georgia,165.86337209302326,73.01162790697674,10.80232558139535,15308,4286,20391.0,146.14,477.37,154.5975304630382,35.0,2020-fixed,10,3.5
18840,10731.0,Bradford,Pennsylvania,79.89728096676737,13.797583081570997,68.30815709969788,2922,959,11646.0,58.84,119.47,63.063597953383734,39.99,2020-fixed,10,3.999
98278,1065.0,Island,Washington,208.52727272727273,14.018181818181818,20.236363636363638,354,173,994.0,7.5,25.82,60.29202859455085,79.99,2020-fixed,10,7.999
85284,16479.0,Maricopa,Arizona,132.36052631578949,47.38421052631579,12.26578947368421,16715,4432,31926.0,171.5,388.11,158.05010582365537,65.0,2020-fixed,10,6.5
45415,12631.0,Montgomery,Ohio,119.3741935483871,22.835483870967742,32.41612903225806,4294,1211,2340.0,58.37,114.61,97.85628385540764,35.0,2020-fixed,10,3.5
